id,type,group,pattern,group_color,perceived_color,index,section,garment_group,category,simplified_pattern,color_gategory
0718131001,Blouse,Garment Upper body,Dot,White,White,Divided,Divided Projects,Blouses,upper_body,printed,neutral
0718262001,T-shirt,Garment Upper body,Colour blocking,Dark Blue,Blue,Children Sizes 134-170,Young Boy,Jersey Fancy,upper_body,structured,cool
0718278001,T-shirt,Garment Upper body,Solid,Black,Black,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0718278002,T-shirt,Garment Upper body,Solid,White,White,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0718278003,T-shirt,Garment Upper body,Solid,Grey,Grey,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0718278004,T-shirt,Garment Upper body,Solid,Pink,Pink,Divided,Divided Basics,Jersey Basic,upper_body,solid,warm
0718278005,T-shirt,Garment Upper body,Solid,Beige,Beige,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0718278006,T-shirt,Garment Upper body,Solid,Greenish Khaki,Khaki green,Divided,Divided Basics,Jersey Basic,upper_body,solid,cool
0718278010,T-shirt,Garment Upper body,Solid,Dark Orange,Brown,Divided,Divided Basics,Jersey Basic,upper_body,solid,warm
0718278016,T-shirt,Garment Upper body,Solid,Dark Grey,Grey,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0718289002,Top,Garment Upper body,Glittering/Metallic,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,structured,neutral
0718289003,Top,Garment Upper body,Lace,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,printed,neutral
0718380001,Top,Garment Upper body,Sequin,Light Grey,Grey,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,neutral
0718380003,Top,Garment Upper body,Sequin,Light Pink,Pink,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,warm
0718380005,Top,Garment Upper body,Application/3D,White,White,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,neutral
0718501001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Trend,Jersey Fancy,upper_body,solid,neutral
0718549001,Blouse,Garment Upper body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0718549002,Blouse,Garment Upper body,All over pattern,Dark Blue,Blue,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,cool
0718549003,Blouse,Garment Upper body,Solid,Red,Red,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,warm
0718939001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0718939002,Blouse,Garment Upper body,Solid,Greenish Khaki,Khaki green,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,cool
0718939005,Blouse,Garment Upper body,Stripe,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Blouses,upper_body,unknown,other
0719031001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0719031002,Top,Garment Upper body,Solid,Off White,White,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0719063001,T-shirt,Garment Upper body,Stripe,Dark Blue,Blue,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,unknown,cool
0719063002,T-shirt,Garment Upper body,Stripe,Red,Red,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,unknown,warm
0719063003,T-shirt,Garment Upper body,Stripe,Dark Yellow,Brown,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,unknown,warm
0719084001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0719084002,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0719088001,Top,Garment Upper body,Solid,White,White,Ladieswear,H&M+,Jersey Fancy,upper_body,solid,neutral
0719103002,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0719207001,Blouse,Garment Upper body,Solid,White,White,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0719231001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Unknown,upper_body,solid,neutral
0719231002,Blouse,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Womens Everyday Collection,Unknown,upper_body,solid,warm
0719256001,Blouse,Garment Upper body,All over pattern,Dark Blue,Blue,Ladieswear,Womens Everyday Collection,Unknown,upper_body,printed,cool
0719256002,Blouse,Garment Upper body,All over pattern,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Unknown,upper_body,printed,other
0719260001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Unknown,upper_body,solid,neutral
0719260002,Blouse,Garment Upper body,Solid,Light Purple,Lilac Purple,Ladieswear,Womens Everyday Collection,Unknown,upper_body,solid,purple
0719271001,Blouse,Garment Upper body,All over pattern,Dark Blue,Blue,Ladieswear,Womens Everyday Collection,Unknown,upper_body,printed,cool
0719271002,Blouse,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Unknown,upper_body,solid,neutral
0719272001,T-shirt,Garment Upper body,Stripe,Light Purple,Lilac Purple,Ladieswear,Womens Everyday Collection,Unknown,upper_body,unknown,purple
0719272002,T-shirt,Garment Upper body,All over pattern,Dark Blue,Blue,Ladieswear,Womens Everyday Collection,Unknown,upper_body,printed,cool
0719319001,Blouse,Garment Upper body,Solid,White,White,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0719327001,Blouse,Garment Upper body,All over pattern,Dark Blue,Blue,Divided,Divided Projects,Blouses,upper_body,printed,cool
0719328001,Blouse,Garment Upper body,All over pattern,Off White,White,Divided,Divided Projects,Blouses,upper_body,printed,neutral
0719328003,Blouse,Garment Upper body,All over pattern,Off White,White,Divided,Divided Projects,Blouses,upper_body,printed,neutral
0719467001,Top,Garment Upper body,Lace,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,printed,neutral
0719469001,Top,Garment Upper body,Lace,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,printed,neutral
0719469002,Top,Garment Upper body,Mesh,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,structured,neutral
0719601001,Top,Garment Upper body,Melange,Grey,Grey,Ladieswear,H&M+,Jersey Fancy,upper_body,solid,neutral
0760074001,Top,Garment Upper body,Solid,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,other
0760123001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0760123002,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0760123005,Top,Garment Upper body,Solid,Red,Red,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,warm
0760195001,Top,Garment Upper body,Solid,Black,Black,Children Sizes 134-170,Girls Underwear & Basics,Jersey Basic,upper_body,solid,neutral
0760281001,Blouse,Garment Upper body,All over pattern,White,White,Ladieswear,Womens Casual,Blouses,upper_body,printed,neutral
0760281002,Blouse,Garment Upper body,Solid,Yellow,Yellow,Ladieswear,Womens Casual,Blouses,upper_body,solid,warm
0760281004,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Casual,Blouses,upper_body,solid,neutral
0760281006,Blouse,Garment Upper body,All over pattern,Yellowish Brown,Brown,Ladieswear,Womens Casual,Blouses,upper_body,printed,other
0760285004,Blouse,Garment Upper body,Jacquard,Light Blue,Blue,Ladieswear,Womens Casual,Blouses,upper_body,printed,cool
0760285005,Blouse,Garment Upper body,Stripe,Yellow,Yellow,Ladieswear,Womens Casual,Blouses,upper_body,unknown,warm
0760289001,Blouse,Garment Upper body,Solid,Greenish Khaki,Khaki green,Ladieswear,Womens Casual,Blouses,upper_body,solid,cool
0760295001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Casual,Blouses,upper_body,solid,neutral
0760295002,Blouse,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Casual,Blouses,upper_body,solid,neutral
0760296001,Blouse,Garment Upper body,Check,Off White,White,Ladieswear,Womens Casual,Blouses,upper_body,structured,neutral
0760296003,Blouse,Garment Upper body,Check,Light Beige,Beige,Ladieswear,Womens Casual,Blouses,upper_body,structured,other
0760300001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Casual,Blouses,upper_body,solid,neutral
0760300002,Blouse,Garment Upper body,Chambray,Dark Blue,Blue,Ladieswear,Womens Casual,Blouses,upper_body,solid,cool
0760970001,Blouse,Garment Upper body,All over pattern,Dark Blue,Blue,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,cool
0760970002,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0760970003,Blouse,Garment Upper body,Stripe,Light Blue,Blue,Ladieswear,Womens Everyday Collection,Blouses,upper_body,unknown,cool
0760975001,Blouse,Garment Upper body,All over pattern,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,other
0760975005,Blouse,Garment Upper body,All over pattern,Dark Orange,Beige,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,warm
0760975006,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0760982001,Blouse,Garment Upper body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0761278001,Blouse,Garment Upper body,All over pattern,Black,Black,Divided,Divided Projects,Blouses,upper_body,printed,neutral
0761278003,Blouse,Garment Upper body,All over pattern,Light Blue,Blue,Divided,Divided Projects,Blouses,upper_body,printed,cool
0761664001,Blouse,Garment Upper body,Lace,Black,Black,Divided,Divided Collection,Blouses,upper_body,printed,neutral
0761664003,Blouse,Garment Upper body,Lace,Black,Black,Divided,Divided Collection,Blouses,upper_body,printed,neutral
0761664004,Blouse,Garment Upper body,Lace,Pink,Pink,Divided,Divided Collection,Blouses,upper_body,printed,warm
0761665005,Blouse,Garment Upper body,All over pattern,Black,Black,Divided,Divided Collection,Blouses,upper_body,printed,neutral
0761917008,Top,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,cool
0762104001,Blouse,Garment Upper body,All over pattern,Light Orange,Orange,Ladieswear,Mama,Blouses,upper_body,printed,warm
0762143001,Top,Garment Upper body,Solid,Black,Black,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0762143002,Top,Garment Upper body,Solid,White,White,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0762143003,Top,Garment Upper body,Melange,Grey,Grey,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0762143004,Top,Garment Upper body,Solid,Light Orange,Orange,Divided,Divided Basics,Jersey Basic,upper_body,solid,warm
0762143007,Top,Garment Upper body,Solid,Light Yellow,Yellow,Divided,Divided Basics,Jersey Basic,upper_body,solid,warm
0762143010,Top,Garment Upper body,Solid,Dark Grey,Grey,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0762143011,Top,Garment Upper body,Solid,Beige,Beige,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0762212001,Blouse,Garment Upper body,All over pattern,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,other
0762212002,Blouse,Garment Upper body,All over pattern,Light Beige,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,other
0762212004,Blouse,Garment Upper body,Jacquard,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0762222001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0762235001,Blouse,Garment Upper body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0762235002,Blouse,Garment Upper body,All over pattern,Light Beige,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,other
0762741001,Blouse,Garment Upper body,Embroidery,Black,Black,Divided,Divided Collection,Blouses,upper_body,printed,neutral
0762939001,Blouse,Garment Upper body,Solid,White,White,Divided,Divided Projects,Unknown,upper_body,solid,neutral
0763037001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Tailoring,Blouses,upper_body,solid,neutral
0763037003,Blouse,Garment Upper body,Solid,Dark Blue,Blue,Ladieswear,Womens Tailoring,Blouses,upper_body,solid,cool
0763037004,Blouse,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Womens Tailoring,Blouses,upper_body,solid,warm
0763171003,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0763379001,Blouse,Garment Upper body,Chambray,Blue,Blue,Children Sizes 92-140,Kids Girl,Dresses/Skirts girls,upper_body,solid,cool
0763379002,Blouse,Garment Upper body,Solid,White,White,Children Sizes 92-140,Kids Girl,Dresses/Skirts girls,upper_body,solid,neutral
0763727001,Blouse,Garment Upper body,All over pattern,White,White,Ladieswear,Womens Tailoring,Blouses,upper_body,printed,neutral
0763727002,Blouse,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Tailoring,Blouses,upper_body,solid,neutral
0763727003,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Tailoring,Blouses,upper_body,solid,neutral
0763727005,Blouse,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Womens Tailoring,Blouses,upper_body,solid,warm
0763727007,Blouse,Garment Upper body,Solid,Red,Red,Ladieswear,Womens Tailoring,Blouses,upper_body,solid,warm
0763785001,Blouse,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Womens Casual,Blouses,upper_body,solid,warm
0763785002,Blouse,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Casual,Blouses,upper_body,solid,neutral
0763785003,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Casual,Blouses,upper_body,solid,neutral
0763911001,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0763911002,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0764228001,Blouse,Garment Upper body,All over pattern,White,White,Ladieswear,Womens Everyday Collection,Special Offers,upper_body,printed,neutral
0764525001,Top,Garment Upper body,All over pattern,Light Beige,Beige,Ladieswear,H&M+,Blouses,upper_body,printed,other
0764525002,Top,Garment Upper body,All over pattern,Off White,White,Ladieswear,H&M+,Blouses,upper_body,printed,neutral
0764554001,Blouse,Garment Upper body,All over pattern,Dark Blue,Blue,Ladieswear,H&M+,Blouses,upper_body,printed,cool
0764554005,Blouse,Garment Upper body,Solid,White,White,Ladieswear,H&M+,Blouses,upper_body,solid,neutral
0764959001,Blouse,Garment Upper body,All over pattern,Light Orange,Orange,Ladieswear,Womens Casual,Blouses,upper_body,printed,warm
0765173002,Blouse,Garment Upper body,All over pattern,Light Red,Red,Ladieswear,Mama,Blouses,upper_body,printed,other
0765842004,Blouse,Garment Upper body,Solid,White,White,Ladieswear,H&M+,Blouses,upper_body,solid,neutral
0766122001,Blouse,Garment Upper body,All over pattern,Light Yellow,Yellow,Divided,Divided Collection,Blouses,upper_body,printed,warm
0766122003,Blouse,Garment Upper body,Dot,White,White,Divided,Divided Collection,Blouses,upper_body,printed,neutral
0766259001,Blouse,Garment Upper body,All over pattern,Black,Black,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,printed,neutral
0766259004,Blouse,Garment Upper body,Check,Black,Black,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,structured,neutral
0766261001,Blouse,Garment Upper body,All over pattern,Beige,Beige,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,printed,neutral
0766261002,Blouse,Garment Upper body,All over pattern,Dark Blue,Blue,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,printed,cool
0766643001,Blouse,Garment Upper body,Solid,Light Yellow,Yellow,Ladieswear,Womens Trend,Blouses,upper_body,solid,warm
0766644008,Blouse,Garment Upper body,All over pattern,Black,Black,Ladieswear,Womens Trend,Blouses,upper_body,printed,neutral
0766674001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Trend,Blouses,upper_body,solid,neutral
0767275001,Blouse,Garment Upper body,All over pattern,Off White,White,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,printed,neutral
0767275002,Blouse,Garment Upper body,Solid,Other Yellow,Yellow,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,solid,warm
0767292001,Blouse,Garment Upper body,All over pattern,Off White,White,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,printed,neutral
0767292002,Blouse,Garment Upper body,Solid,Light Pink,Pink,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,solid,warm
0767579002,Top,Garment Upper body,Stripe,Greenish Khaki,Khaki green,Menswear,Men Underwear,Jersey Basic,upper_body,unknown,cool
0767579003,Top,Garment Upper body,Melange,Dark Blue,Blue,Menswear,Men Underwear,Jersey Basic,upper_body,solid,cool
0767579004,Top,Garment Upper body,Melange,Beige,Mole,Menswear,Men Underwear,Jersey Basic,upper_body,solid,neutral
0767579006,Top,Garment Upper body,Stripe,White,White,Menswear,Men Underwear,Jersey Basic,upper_body,unknown,neutral
0767579007,Top,Garment Upper body,Stripe,Dark Blue,Blue,Menswear,Men Underwear,Jersey Basic,upper_body,unknown,cool
0767579010,Top,Garment Upper body,Melange,Beige,Mole,Menswear,Men Underwear,Jersey Basic,upper_body,solid,neutral
0767579013,Top,Garment Upper body,Stripe,Dark Grey,Grey,Menswear,Men Underwear,Jersey Basic,upper_body,unknown,neutral
0767588001,Top,Garment Upper body,All over pattern,Dark Blue,Blue,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,cool
0768105001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0768147001,Top,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,solid,neutral
0768147002,Top,Garment Upper body,Solid,Pink,Pink,Divided,Divided Collection,Jersey Fancy,upper_body,solid,warm
0768147003,Top,Garment Upper body,Solid,Other Pink,Pink,Divided,Divided Collection,Jersey Fancy,upper_body,solid,warm
0768147004,Top,Garment Upper body,Glittering/Metallic,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,structured,neutral
0768229001,Top,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,solid,neutral
0768229002,Top,Garment Upper body,Solid,Light Pink,Pink,Divided,Divided Collection,Jersey Fancy,upper_body,solid,warm
0768229003,Top,Garment Upper body,Solid,White,White,Divided,Divided Collection,Jersey Fancy,upper_body,solid,neutral
0768229006,Top,Garment Upper body,Solid,Light Yellow,Yellow,Divided,Divided Collection,Jersey Fancy,upper_body,solid,warm
0768465001,Blouse,Garment Upper body,All over pattern,Beige,Beige,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0768465002,Blouse,Garment Upper body,All over pattern,Dark Beige,Brown,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0768465003,Blouse,Garment Upper body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0768465005,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0768465006,Blouse,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0768913001,Top,Garment Upper body,Solid,Dark Blue,Blue,Baby Sizes 50-98,Baby Boy,Knitwear,upper_body,solid,cool
0768913003,Top,Garment Upper body,Solid,Dark Red,Red,Baby Sizes 50-98,Baby Boy,Knitwear,upper_body,solid,warm
0768939001,Top,Garment Upper body,Colour blocking,Dark Blue,Blue,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,structured,cool
0768939002,Top,Garment Upper body,All over pattern,Black,Black,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,neutral
0768939003,Top,Garment Upper body,Front print,Red,Red,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,warm
0768939004,Top,Garment Upper body,All over pattern,Grey,Grey,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,neutral
0768939005,Top,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,cool
0769826001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Trend,Blouses,upper_body,solid,neutral
0769959001,Blouse,Garment Upper body,All over pattern,Light Yellow,Yellow,Divided,Divided Projects,Blouses,upper_body,printed,warm
0769959003,Blouse,Garment Upper body,All over pattern,Off White,White,Divided,Divided Projects,Blouses,upper_body,printed,neutral
0770021001,Dress,Garment Full body,Lace,White,White,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,printed,neutral
0770021003,Dress,Garment Full body,Lace,Dark Blue,Blue,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,printed,cool
0770030002,Dress,Garment Full body,All over pattern,Light Pink,Pink,Divided,Divided Projects,Dresses Ladies,one_piece,printed,warm
0770030003,Dress,Garment Full body,All over pattern,Black,Black,Divided,Divided Projects,Dresses Ladies,one_piece,printed,neutral
0770058001,T-shirt,Garment Upper body,Solid,White,White,Divided,Divided Collection,Jersey Fancy,upper_body,solid,neutral
0770058002,T-shirt,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,solid,neutral
0770058004,T-shirt,Garment Upper body,Solid,Yellow,Yellow,Divided,Divided Collection,Jersey Fancy,upper_body,solid,warm
0770100001,Top,Garment Upper body,Melange,Grey,Grey,Children Sizes 134-170,Young Girl,Jersey Fancy,upper_body,solid,neutral
0770100002,Top,Garment Upper body,Solid,Light Pink,Pink,Children Sizes 134-170,Young Girl,Jersey Fancy,upper_body,solid,warm
0770100004,Top,Garment Upper body,Solid,Black,Black,Children Sizes 134-170,Young Girl,Jersey Fancy,upper_body,solid,neutral
0770100008,Top,Garment Upper body,Glittering/Metallic,Turquoise,Turquoise,Children Sizes 134-170,Young Girl,Jersey Fancy,upper_body,structured,cool
0770132003,Trousers,Garment Lower body,All over pattern,Light Pink,Pink,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Fancy,lower_body,printed,warm
0770177001,Dress,Garment Full body,All over pattern,Off White,White,Baby Sizes 50-98,Baby Essentials & Complements,Woven/Jersey/Knitted mix Baby,one_piece,printed,neutral
0770184001,Sweater,Garment Upper body,Stripe,White,White,Baby Sizes 50-98,Baby Essentials & Complements,Woven/Jersey/Knitted mix Baby,upper_body,unknown,neutral
0770211001,Dress,Garment Full body,All over pattern,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,other
0770212001,Dress,Garment Full body,Lace,Light Pink,Pink,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Fancy,one_piece,printed,warm
0770241001,Dress,Garment Full body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,neutral
0770315001,Top,Garment Upper body,Solid,Yellowish Brown,Brown,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,other
0770315005,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,neutral
0770315006,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,neutral
0770315007,Top,Garment Upper body,Solid,Dark Turquoise,Turquoise,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,cool
0770315008,Top,Garment Upper body,Solid,Dark Green,Khaki green,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,cool
0770315009,Top,Garment Upper body,Solid,Dark Blue,Blue,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,cool
0770315010,Top,Garment Upper body,All over pattern,White,White,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,printed,neutral
0770315011,Top,Garment Upper body,All over pattern,Dark Grey,Mole,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,printed,neutral
0770315014,Top,Garment Upper body,All over pattern,Dark Blue,Blue,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,printed,cool
0770315015,Top,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,warm
0770315017,Top,Garment Upper body,Solid,Dark Red,Red,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,warm
0770315019,Top,Garment Upper body,All over pattern,Black,Black,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,printed,neutral
0770315020,Top,Garment Upper body,All over pattern,Black,Black,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,printed,neutral
0770315023,Top,Garment Upper body,Solid,Dark Turquoise,Turquoise,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,cool
0770315026,Top,Garment Upper body,Solid,Turquoise,Turquoise,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,cool
0770336001,Dress,Garment Full body,Lace,Dark Blue,Blue,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,printed,cool
0770336002,Dress,Garment Full body,Lace,Dark Turquoise,Turquoise,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,printed,cool
0770336003,Dress,Garment Full body,Lace,Light Pink,Pink,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,printed,warm
0770504001,Trousers,Garment Lower body,Other structure,Light Grey,Grey,Ladieswear,H&M+,Trousers,lower_body,structured,neutral
0770514001,Blouse,Garment Upper body,Lace,White,White,Ladieswear,Mama,Blouses,upper_body,printed,neutral
0770578001,Top,Garment Upper body,Melange,Yellowish Brown,Brown,Ladieswear,Womens Casual,Knitwear,upper_body,solid,other
0770578002,Top,Garment Upper body,Melange,Beige,Beige,Ladieswear,Womens Casual,Knitwear,upper_body,solid,neutral
0770587001,T-shirt,Garment Upper body,Solid,Light Yellow,Yellow,Divided,Divided Collection,Jersey Fancy,upper_body,solid,warm
0770587002,T-shirt,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,solid,neutral
0770615001,Top,Garment Upper body,Solid,Purple,Lilac Purple,Sport,Ladies H&M Sport,Jersey Fancy,upper_body,solid,purple
0770630001,Sweater,Garment Upper body,Placement print,Black,Black,Children Sizes 134-170,Young Girl,Jersey Fancy,upper_body,printed,neutral
0770630002,Sweater,Garment Upper body,Placement print,Dark Red,Red,Children Sizes 134-170,Young Girl,Jersey Fancy,upper_body,printed,warm
0770693002,Sweater,Garment Upper body,Melange,Grey,Grey,Divided,Divided Collection,Knitwear,upper_body,solid,neutral
0770693004,Sweater,Garment Upper body,Solid,Dark Red,Red,Divided,Divided Collection,Knitwear,upper_body,solid,warm
0770700001,Sweater,Garment Upper body,Solid,Off White,White,Divided,Divided Collection,Knitwear,upper_body,solid,neutral
0770700002,Sweater,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Knitwear,upper_body,solid,neutral
0770703001,Sweater,Garment Upper body,Solid,Off White,White,Divided,Divided Collection,Knitwear,upper_body,solid,neutral
0770703002,Sweater,Garment Upper body,Solid,Light Pink,Pink,Divided,Divided Collection,Knitwear,upper_body,solid,warm
0770703003,Sweater,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Knitwear,upper_body,solid,neutral
